id,precio_usd
50692,106637.0
204995,273862.0
238932,608376.0
155331,101002.0
103163,253511.0
203002,269583.0
27205,57187.0
104610,60664.0
121262,41706.0
242278,90279.0
223652,57658.0
929,51782.0
295966,178790.0
281684,104396.0
98278,87627.0
151087,306640.0
253204,258077.0
43705,32655.0
193555,190223.0
233662,136182.0
134380,350930.0
91825,98607.0
123025,27572.0
110004,100087.0
241949,569749.0
225438,303075.0
284034,336025.0
241937,342247.0
1976,111262.0
233685,528977.0
1527,51124.0
3221,118621.0
136871,35387.0
144952,47525.0
4609,18166.0
80025,328139.0
128421,107506.0
149879,500495.0
79049,72887.0
153519,147514.0
130215,33783.0
63068,214405.0
231636,18828.0
237547,51455.0
100528,50944.0
62730,35337.0
42690,269210.0
271681,97879.0
143725,313508.0
20830,257311.0
142453,29023.0
171544,132850.0
232768,165901.0
173679,287394.0
199424,256548.0
76493,31371.0
165038,70011.0
4378,223532.0
270212,407651.0
125465,209954.0
208459,189955.0
78770,74534.0
109224,29144.0
274403,148539.0
184145,83868.0
201327,45558.0
200837,288870.0
237183,29150.0
100659,113319.0
247939,244526.0
74110,177854.0
17677,214066.0
67919,165893.0
186814,118633.0
62123,57272.0
179128,424226.0
217845,47836.0
5972,561134.0
116954,46567.0
79960,93501.0
291104,46923.0
246193,37581.0
12145,200737.0
290286,61568.0
212162,114946.0
55466,38184.0
94396,260692.0
52920,149819.0
143858,75566.0
188686,63044.0
100877,94827.0
144159,199880.0
16325,71153.0
43801,62988.0
149347,84310.0
56475,37326.0
110074,70367.0
55172,43210.0
157486,536794.0
143295,63781.0
5321,150148.0
216322,196119.0
212546,39922.0
161570,99640.0
123989,53120.0
238337,246601.0
182333,48012.0
70715,266415.0
250663,189111.0
161342,91423.0
251416,73072.0
94337,122776.0
109704,41821.0
268772,522039.0
111327,40923.0
38143,123945.0
39494,450312.0
102124,275465.0
250069,37646.0
208268,172349.0
166399,187736.0
4501,83898.0
165119,234660.0
245705,118447.0
233667,291261.0
20280,203744.0
59058,313999.0
278941,638896.0
59017,118659.0
291049,62111.0
69738,138323.0
38340,292900.0
202164,91279.0
280453,167795.0
260728,201465.0
55846,53674.0
4545,114625.0
60426,101472.0
279001,350963.0
878,494473.0
141799,92604.0
131492,56652.0
181444,173877.0
208109,84542.0
143187,84738.0
155408,443124.0
76237,108631.0
23066,71385.0
143050,346558.0
299920,70354.0
192103,280809.0
257614,145518.0
115183,64510.0
225062,104856.0
225958,55026.0
227708,73401.0
100517,89176.0
81813,67772.0
20370,224736.0
41314,311155.0
281879,73882.0
133728,36872.0
71493,256168.0
59355,104738.0
122483,164025.0
115462,27605.0
134803,286099.0
193676,69626.0
281680,673912.0
170,122529.0
194182,59482.0
237931,223451.0
195003,146866.0
259305,27673.0
147123,99453.0
100205,135419.0
298891,478476.0
104553,168699.0
283609,71041.0
209071,131945.0
205005,95424.0
36316,62090.0
194159,139570.0
227408,25968.0
82397,97216.0
46457,118167.0
272358,93773.0
250155,188931.0
32753,149954.0
58007,344302.0
178133,73407.0
167542,203131.0
140053,110059.0
172742,31419.0
250542,139938.0
208484,63743.0
218257,47352.0
153577,107133.0
207183,86451.0
197755,179610.0
17832,190389.0
60322,90432.0
294361,96882.0
9893,227207.0
58592,157555.0
19526,39619.0
35143,63433.0
288656,222502.0
132491,24626.0
228187,46171.0
92435,49771.0
233180,222087.0
258195,15866.0
157491,154679.0
258047,110246.0
100106,68441.0
112278,364414.0
217561,101350.0
132142,288605.0
205620,67279.0
45293,123026.0
147373,211845.0
98627,163036.0
139515,93901.0
260421,105616.0
225044,234595.0
83083,49159.0
188630,172117.0
282918,47679.0
219139,216185.0
660,220931.0
163921,70680.0
88311,29105.0
774,597707.0
176707,259486.0
109416,76729.0
72875,185412.0
132033,180210.0
75138,255939.0
266105,331552.0
268973,36058.0
27815,35488.0
139168,89199.0
288171,268148.0
22276,110988.0
180649,343922.0
115356,260773.0
213034,306232.0
93795,27053.0
47903,285453.0
50364,82459.0
291725,271462.0
288975,114392.0
154239,49186.0
26168,233609.0
215673,60468.0
63484,147351.0
135904,42550.0
289415,332331.0
191063,36264.0
248675,134220.0
150010,103683.0
4421,72155.0
88928,167036.0
116423,223345.0
124699,53221.0
226815,123238.0
38212,151664.0
19319,20644.0
180384,51981.0
261326,497665.0
204405,99228.0
18218,136212.0
88457,219305.0
42950,194431.0
71716,24557.0
107307,151169.0
298215,221187.0
92248,287981.0
13696,24824.0
219375,99945.0
269691,239891.0
163224,63939.0
96329,346504.0
209138,570817.0
201173,215078.0
99212,52080.0
268810,278844.0
161497,78847.0
103670,27325.0
224417,329008.0
39836,113535.0
12510,65404.0
216150,75714.0
261333,44493.0
255320,178039.0
118783,102165.0
32809,252577.0
297052,208239.0
82795,536884.0
138377,86693.0
229837,68924.0
75763,29865.0
2512,490607.0
62521,131851.0
237818,39636.0
152292,43054.0
278403,225766.0
11879,55366.0
158513,194697.0
237726,83830.0
64742,63865.0
31955,48602.0
63762,38141.0
297301,277601.0
253803,118623.0
78453,183384.0
107082,135858.0
2130,62655.0
289423,167467.0
84978,95913.0
208299,61568.0
11565,168588.0
98108,273248.0
97086,44312.0
153280,222558.0
169196,56022.0
139589,48034.0
182799,112817.0
126367,252881.0
71708,677864.0
21776,86715.0
277567,31373.0
244819,441430.0
148617,127883.0
111579,100868.0
219982,156309.0
175439,165750.0
64658,415269.0
53635,304292.0
55713,280048.0
116635,96158.0
61335,276035.0
280443,99901.0
251822,72281.0
21252,125247.0
33145,343531.0
184641,64798.0
279183,185476.0
129843,578019.0
34607,111917.0
261220,52998.0
170594,144628.0
166214,322626.0
277163,129342.0
83002,36583.0
139622,172036.0
166394,200396.0
102678,386803.0
280664,73851.0
97013,387003.0
188359,173913.0
194676,256525.0
121663,60316.0
153590,195688.0
239439,339684.0
291696,36561.0
63553,115658.0
270260,134468.0
231223,199777.0
201234,32276.0
219448,631363.0
209471,40970.0
70588,71576.0
190785,89519.0
233364,270529.0
154538,631683.0
68859,111560.0
246608,201075.0
296281,189200.0
41595,32851.0
201732,463998.0
251152,129346.0
3539,219662.0
206114,188288.0
268239,97775.0
233080,106480.0
40790,55921.0
72025,125295.0
57552,117024.0
167118,238490.0
184600,18235.0
284830,47278.0
130927,82826.0
26302,74169.0
280686,84334.0
186896,32258.0
163648,214709.0
81040,88904.0
289813,58431.0
91293,205941.0
52686,199674.0
223123,121431.0
47090,123319.0
297202,104759.0
151106,361316.0
37250,251339.0
265478,36360.0
172919,109862.0
179524,31843.0
239086,37186.0
63985,44416.0
22311,91582.0
125932,54573.0
22139,99069.0
174097,676450.0
84845,318118.0
109465,331093.0
284948,69779.0
65434,157615.0
22171,171932.0
88364,247521.0
249718,39997.0
76423,62945.0
156197,163386.0
217135,183863.0
122828,153379.0
84395,330715.0
79501,140260.0
226196,269562.0
106936,52129.0
56254,92602.0
203175,129761.0
225367,699589.0
249569,54785.0
222573,116321.0
152929,143282.0
50398,153109.0
224663,156472.0
68933,117131.0
61384,108946.0
43483,168981.0
141480,24485.0
191774,205238.0
231960,128934.0
159751,306141.0
186414,87640.0
272167,109504.0
36712,70886.0
246704,97911.0
273624,42960.0
148502,151451.0
227196,181536.0
272103,157962.0
202126,280564.0
120856,352752.0
149894,117301.0
108308,609779.0
98472,32973.0
632,120776.0
234569,516596.0
50824,183625.0
288751,157856.0
299307,268997.0
79108,224506.0
296098,228032.0
75945,86545.0
135643,115899.0
2898,33233.0
299080,53550.0
67729,37393.0
218799,35533.0
299274,248241.0
122933,443999.0
270379,182183.0
270447,160026.0
3077,150412.0
14001,162763.0
142168,165562.0
268791,37648.0
117094,32311.0
175744,222275.0
245018,528028.0
27748,23354.0
186396,65505.0
145840,455898.0
165607,71800.0
134448,97320.0
6669,78352.0
6155,97991.0
149070,164069.0
168291,229941.0
167322,58546.0
284431,351870.0
146378,80280.0
96899,99756.0
256478,57669.0
173591,40841.0
138251,64085.0
274480,125649.0
10585,369971.0
269465,125723.0
104807,76487.0
237607,46967.0
112464,44541.0
114384,295639.0
143500,31524.0
246603,171996.0
96636,33522.0
288969,195000.0
123309,508721.0
195450,152768.0
117910,120128.0
239971,226449.0
94104,16579.0
247695,117303.0
47604,340424.0
58462,125509.0
288688,404144.0
93788,29360.0
295134,120453.0
229943,151561.0
286123,120192.0
178477,53634.0
255741,73334.0
233034,31176.0
271555,21615.0
270716,67741.0
1707,21226.0
294352,77425.0
193649,62959.0
194974,65034.0
139557,49766.0
289769,144587.0
162034,207513.0
206421,121987.0
197678,80544.0
157965,121721.0
99617,135922.0
161076,123291.0
27446,26844.0
62474,486478.0
203064,295706.0
122566,194961.0
203692,377448.0
292125,180465.0
16181,105845.0
86185,82890.0
208808,166804.0
265157,57272.0
131688,67342.0
126757,539476.0
160646,71129.0
298409,161027.0
173585,45909.0
270499,77560.0
232994,27198.0
47560,261645.0
144261,56529.0
32625,400534.0
246679,40984.0
64522,22479.0
205323,439736.0
59454,617313.0
215015,100332.0
257120,44320.0
235110,35982.0
253261,339472.0
269687,50054.0
33032,101540.0
233323,46072.0
231828,61155.0
222110,218734.0
87452,452757.0
70240,23192.0
134494,223896.0
70535,104396.0
283371,202681.0
72793,124352.0
34631,144599.0
23937,75119.0
186711,224802.0
107607,201430.0
299194,23115.0
172375,25383.0
252899,264579.0
172133,217704.0
224669,181543.0
242050,488281.0
139129,189031.0
137674,447884.0
35778,189358.0
278885,58550.0
228618,388796.0
156913,696660.0
140976,52881.0
61211,94538.0
180117,81602.0
276281,286765.0
95954,88114.0
176017,40694.0
198483,37041.0
185181,189839.0
15260,30867.0
225379,35905.0
110568,163128.0
270938,305012.0
92397,54812.0
269858,212016.0
219069,237371.0
84290,614152.0
89145,101747.0
291130,154791.0
262686,306137.0
285797,228478.0
228371,112451.0
192966,192334.0
67992,145970.0
225646,85342.0
124524,138381.0
33917,220762.0
22162,81733.0
252045,30529.0
182806,83137.0
57710,94262.0
12297,71592.0
294441,60512.0
243920,179604.0
46054,113324.0
140903,284169.0
113439,315282.0
239861,42462.0
66466,88421.0
254893,92602.0
235225,213308.0
2302,512389.0
8854,129136.0
234653,143997.0
56370,327322.0
216702,180176.0
69485,55216.0
116273,59762.0
63759,49490.0
187713,330502.0
85715,40568.0
271990,215310.0
64047,375165.0
237342,126570.0
291928,77817.0
195661,125446.0
87173,51611.0
199884,121529.0
192100,107867.0
277263,285274.0
16937,81774.0
252073,180051.0
158120,204082.0
244113,76435.0
54587,619144.0
93504,180020.0
84016,86108.0
247094,35871.0
195765,65602.0
165650,235413.0
106735,96087.0
183454,57980.0
20564,168425.0
244605,149781.0
224366,66905.0
285642,355553.0
110571,99148.0
199911,376412.0
121777,106061.0
204742,109579.0
165791,25342.0
77052,25549.0
247232,154119.0
4982,49917.0
236393,437099.0
13068,33727.0
29154,204908.0
200145,181678.0
124930,53003.0
142112,26066.0
6999,408194.0
224835,588310.0
276155,159945.0
103902,168717.0
34002,324830.0
276230,148595.0
165831,307677.0
176676,155635.0
271501,163386.0
149251,101340.0
256542,60277.0
298725,115982.0
134171,64308.0
34868,101074.0
192725,308809.0
252645,573789.0
211124,223294.0
129643,78450.0
187406,145781.0
276502,30307.0
149483,242646.0
32748,129727.0
47615,196988.0
287048,38601.0
273352,442830.0
244798,197927.0
187833,67437.0
51116,63951.0
125834,31225.0
132036,90083.0
201136,116544.0
200766,344215.0
54117,239736.0
175168,33925.0
55899,104777.0
146111,34020.0
115900,61171.0
72783,343135.0
290045,89032.0
191608,139784.0
102114,229656.0
101479,149698.0
243033,27027.0
223625,123906.0
206744,39511.0
147036,45110.0
126091,208176.0
265843,96696.0
60895,56468.0
35451,126609.0
10725,168668.0
36039,37000.0
52026,38693.0
141161,557815.0
82822,105421.0
87475,132411.0
30402,404424.0
123048,46270.0
108965,211650.0
121188,378389.0
176329,75184.0
103412,58462.0
78360,126730.0
68130,83607.0
33603,528359.0
171647,161074.0
270054,19521.0
293544,297314.0
157604,255118.0
266113,50694.0
78595,213734.0
137467,231739.0
219084,148127.0
215582,111555.0
1057,352271.0
39529,384062.0
266916,185712.0
94795,45424.0
229535,50239.0
22636,276527.0
253632,130490.0
234714,82894.0
184007,175077.0
63274,34920.0
32415,19750.0
50327,361223.0
179429,71189.0
111809,32145.0
210935,32841.0
159421,181911.0
14420,82369.0
179334,395111.0
233457,187087.0
28838,74759.0
214690,102029.0
81155,23078.0
103754,393701.0
249505,85220.0
16247,44107.0
129250,66110.0
36427,245461.0
56695,86195.0
104350,16089.0
75806,293679.0
148171,216534.0
264940,56521.0
132194,168792.0
104022,244680.0
88162,280678.0
222438,30047.0
8251,83866.0
88473,60073.0
237899,53420.0
65895,29106.0
108920,179190.0
177377,90530.0
64746,332505.0
207406,207541.0
173931,45130.0
180372,41034.0
152315,56508.0
1741,540299.0
195344,209974.0
291535,50047.0
65365,70658.0
84060,72955.0
1002,147859.0
277254,36991.0
65278,385371.0
272556,532074.0
216058,285311.0
87786,67480.0
204624,82329.0
243075,635629.0
77023,145970.0
196293,48806.0
58852,265626.0
111658,293143.0
126606,35183.0
116484,45145.0
68507,147753.0
118865,130542.0
244253,51967.0
260942,155583.0
42161,82632.0
208496,343659.0
84279,59810.0
95015,786319.0
81400,371960.0
171956,100054.0
65481,73338.0
263598,116987.0
282073,33211.0
180413,53737.0
33160,138953.0
71278,50928.0
104322,235749.0
1534,36086.0
125294,96409.0
6382,62163.0
72548,476526.0
257730,199423.0
179491,178271.0
184375,303553.0
157954,103395.0
157490,17163.0
141651,192631.0
298922,208586.0
74133,87438.0
244452,92602.0
205357,235888.0
171391,105888.0
180651,75690.0
256327,89271.0
247756,173402.0
159177,200629.0
141689,105887.0
119333,50634.0
66407,835275.0
109374,259426.0
53593,127953.0
72137,70961.0
181659,128263.0
5241,63191.0
190789,83615.0
84145,38412.0
79464,42096.0
207230,269565.0
232812,86815.0
221124,83733.0
277179,377929.0
188093,204928.0
232780,78409.0
92662,158444.0
72817,18270.0
121273,362556.0
24340,69313.0
213534,56444.0
160918,693114.0
290638,163082.0
215749,186254.0
153007,477150.0
2680,106422.0
22290,81492.0
94311,312903.0
72742,55103.0
166516,134540.0
52698,109146.0
52619,128816.0
130586,16334.0
226153,240855.0
103795,104626.0
109685,51191.0
9456,24810.0
72865,78100.0
249429,449837.0
254910,130164.0
165270,24028.0
197608,121529.0
174332,57652.0
38449,378248.0
148890,237555.0
274289,51508.0
33280,172497.0
55559,99615.0
216570,115514.0
75023,145237.0
213750,76589.0
215860,141865.0
132348,36799.0
167123,24511.0
34551,95752.0
57809,165995.0
163943,122504.0
280003,30853.0
118348,16572.0
180731,28606.0
278156,56909.0
61393,172411.0
239928,135328.0
162268,218570.0
65130,154028.0
282110,24428.0
142808,52403.0
289923,80124.0
81691,116808.0
252947,76541.0
288853,460282.0
76211,240192.0
259847,153334.0
189901,222000.0
248798,40918.0
231204,126632.0
72967,87182.0
228603,30501.0
7492,340964.0
272782,95695.0
272332,229892.0
26388,347623.0
242165,57257.0
19950,100813.0
87818,209669.0
22626,833807.0
35355,91669.0
184994,123486.0
116282,25212.0
25810,132409.0
238393,272398.0
19360,33522.0
290364,93838.0
173521,350346.0
126475,125353.0
206728,56727.0
99766,229470.0
108268,30625.0
95104,298138.0
57770,173613.0
12086,33240.0
47386,166063.0
196538,135483.0
295832,203101.0
295670,40656.0
261101,97246.0
57936,47449.0
298478,134557.0
80228,119337.0
263451,76607.0
90953,95166.0
30360,76975.0
106865,164792.0
237192,149374.0
197111,499102.0
53249,528697.0
103458,54432.0
240847,116073.0
114142,55119.0
267728,103774.0
241678,119293.0
45700,68280.0
164557,419631.0
129292,71165.0
224908,142554.0
219628,96372.0
88934,34814.0
77403,129760.0
237564,112680.0
164906,69219.0
295704,69201.0
102814,83728.0
23240,40677.0
123457,88891.0
233135,58071.0
136486,205299.0
298996,34697.0
190305,260262.0
264697,76094.0
36621,69191.0
230369,344016.0
8302,271679.0
20973,31836.0
115743,269782.0
80082,323343.0
176674,18590.0
242082,58794.0
165014,226893.0
111079,70477.0
125307,276155.0
164147,30149.0
107684,52824.0
268398,130391.0
102550,127504.0
287189,70991.0
118017,101110.0
98248,23919.0
109139,45530.0
294853,21680.0
121961,133243.0
195949,88327.0
177791,56066.0
186850,98992.0
109553,118290.0
284573,322375.0
156779,117900.0
74519,437897.0
128988,353652.0
74759,61129.0
158659,90007.0
89848,46384.0
48213,34454.0
274598,50830.0
290255,52085.0
156848,67347.0
152230,91978.0
141815,197658.0
244137,126845.0
251616,81056.0
35190,161121.0
28796,179507.0
241081,201466.0
41754,158835.0
47995,99035.0
43979,134120.0
73431,205768.0
57195,247412.0
298,65375.0
206533,26939.0
120929,70451.0
250303,375696.0
226555,36790.0
198633,147340.0
53862,65880.0
223027,74085.0
71806,211592.0
239932,246691.0
42303,254872.0
65034,44488.0
143766,93688.0
92433,350043.0
119260,87108.0
247358,209323.0
41612,370423.0
82022,176965.0
251031,30171.0
286627,82950.0
119964,32744.0
110815,191738.0
189095,82941.0
260271,45018.0
90011,139952.0
272202,298405.0
194136,70092.0
248084,188200.0
132060,219086.0
80678,102490.0
268977,50526.0
53212,98710.0
189237,45869.0
58439,203160.0
160573,339358.0
98413,67164.0
89774,70548.0
98551,98878.0
24159,363599.0
15615,491481.0
100399,100099.0
225481,107993.0
228706,520434.0
197268,149375.0
284855,40454.0
158491,196532.0
94654,161269.0
246302,54536.0
154484,237714.0
123330,147801.0
62851,163665.0
199528,142055.0
43673,160728.0
165213,524539.0
168161,49738.0
231102,53369.0
187481,50141.0
118851,129329.0
171741,153192.0
40993,397914.0
94205,115942.0
272335,226535.0
185627,175388.0
261958,60805.0
76404,542304.0
245826,136751.0
157820,101774.0
178069,136865.0
116649,101415.0
66916,308239.0
12173,25347.0
229090,63685.0
187170,74469.0
293731,47482.0
50169,72172.0
28627,129391.0
243054,58553.0
248211,72921.0
130802,115611.0
27851,204003.0
120968,136657.0
57912,113567.0
194837,89228.0
268255,69814.0
81542,229370.0
36461,20953.0
229779,259625.0
204911,166515.0
166367,120986.0
107361,148696.0
79910,35782.0
248923,39481.0
153659,113163.0
287585,205682.0
262456,26338.0
259049,153790.0
123005,37785.0
229314,44209.0
187411,215689.0
200519,78740.0
554,91019.0
40811,105444.0
197998,27581.0
33552,499090.0
181146,49558.0
50719,165277.0
245331,129740.0
50172,200087.0
191436,352516.0
69511,403268.0
36092,43651.0
186347,232226.0
84740,328061.0
150769,24152.0
287771,536348.0
93154,228093.0
159394,101207.0
200152,22506.0
132426,74298.0
181915,193983.0
190381,38073.0
170383,40174.0
155745,104232.0
44028,59104.0
277835,338791.0
293067,265574.0
91033,234595.0
151341,148651.0
283233,116447.0
73639,81811.0
182749,25691.0
136072,343540.0
121709,35981.0
178727,216534.0
246265,115741.0
166152,296137.0
158535,274723.0
151624,76340.0
136868,42217.0
288126,325991.0
124885,151901.0
41654,27724.0
130050,67043.0
31086,233269.0
155415,72914.0
3940,97318.0
108280,91912.0
282438,69188.0
29753,131620.0
180567,85545.0
46314,65270.0
113740,168276.0
233338,185807.0
21822,141499.0
120438,471993.0
71448,26482.0
191874,154924.0
259154,179487.0
105330,138097.0
18032,144944.0
292924,50935.0
52553,42167.0
181369,291456.0
212915,139596.0
295408,57102.0
132960,44928.0
125576,95111.0
179835,133116.0
249887,108621.0
225795,126528.0
215039,32302.0
235036,440914.0
216615,99208.0
99802,198521.0
294554,379875.0
219863,317370.0
82310,111745.0
48834,202822.0
50354,75136.0
197891,121332.0
271224,395470.0
283864,69136.0
234418,73776.0
215195,217655.0
289087,116923.0
90775,153504.0
294462,41184.0
233995,43278.0
187156,92027.0
207520,49010.0
297691,97607.0
161709,82205.0
11162,103193.0
5865,29809.0
111239,221948.0
61828,32927.0
141371,56485.0
229624,221567.0
93151,288615.0
149313,353771.0
223983,620373.0
143657,195486.0
202050,133324.0
140203,300347.0
96267,314419.0
10967,48573.0
260225,24241.0
283171,326666.0
228271,286276.0
175820,147182.0
62418,347989.0
203366,260937.0
71767,48056.0
212804,117003.0
173675,60010.0
268310,79818.0
234130,534345.0
141970,58055.0
110355,48502.0
228297,28517.0
202035,63323.0
204191,62795.0
63729,88173.0
268910,31392.0
177360,114182.0
70952,24477.0
173555,37517.0
231326,130677.0
229884,273920.0
292195,272671.0
270863,59968.0
67732,75431.0
90695,46632.0
132689,71802.0
226642,31648.0
147729,35019.0
173359,120617.0
232889,229218.0
146431,66983.0
263555,54271.0
290268,44980.0
43656,29277.0
90863,35379.0
204539,257161.0
8160,36707.0
143198,217489.0
281828,74913.0
89895,144792.0
131766,156538.0
132620,249344.0
223532,27444.0
114788,250085.0
238467,159713.0
163162,83593.0
184653,64024.0
39490,63549.0
25454,67724.0
31112,237622.0
221367,90260.0
207280,52011.0
232743,117994.0
11479,165236.0
257560,64822.0
48334,121812.0
186173,174898.0
134250,142339.0
204061,21330.0
162724,76454.0
293375,88640.0
277918,72909.0
175954,393959.0
23526,31290.0
247213,839024.0
253982,100935.0
291784,177953.0
78712,222417.0
205710,459527.0
185139,276685.0
7092,70148.0
181610,184860.0
215670,33616.0
11616,188298.0
111083,453659.0
219196,218367.0
206739,495587.0
13754,80043.0
284271,255569.0
217518,187564.0
134407,92805.0
13212,288059.0
118301,35662.0
249219,73619.0
23210,86542.0
117110,131688.0
47073,46881.0
65576,350961.0
232608,207001.0
197528,66408.0
166836,54739.0
259470,43931.0
52418,39907.0
78212,70452.0
4058,330231.0
210937,396187.0
276737,232924.0
197522,164094.0
111998,35147.0
152743,44757.0
291408,127383.0
144053,158086.0
45207,141673.0
126226,80247.0
252203,110370.0
242508,52153.0
110313,521296.0
175520,357170.0
3669,124030.0
277899,225844.0
27485,294565.0
282480,153831.0
141717,375347.0
11854,38308.0
155455,134561.0
174757,101442.0
131334,46355.0
127682,203069.0
88026,187861.0
4709,82691.0
188017,72314.0
21126,101356.0
276557,559636.0
75972,91190.0
30792,628469.0
273774,73648.0
151758,70083.0
57968,413623.0
101843,209499.0
139993,122327.0
110783,226984.0
68962,328174.0
47824,279395.0
138517,89903.0
88580,99509.0
75971,108166.0
298760,167945.0
144305,110627.0
61311,368729.0
69045,43498.0
231929,216748.0
248730,74404.0
232469,99438.0
40419,114465.0
22993,73191.0
194422,151503.0
179127,115679.0
225894,48056.0
157653,44614.0
78402,252649.0
231254,116726.0
136245,236502.0
269795,73322.0
278875,172753.0
198598,84695.0
263992,65454.0
180171,106341.0
164905,69639.0
260873,186298.0
127065,292669.0
273166,99716.0
274337,67496.0
62627,100733.0
24565,146342.0
87550,117012.0
65959,105824.0
80411,236388.0
53856,42922.0
237839,247737.0
10642,316941.0
8931,173213.0
90369,213709.0
214179,29264.0
121748,28367.0
44483,375048.0
3778,147069.0
249528,43467.0
229514,379854.0
221773,111070.0
176425,258706.0
61529,39247.0
130158,161896.0
196857,190392.0
130796,100043.0
162515,61248.0
198700,35078.0
252996,131332.0
7860,88440.0
281536,64360.0
241925,42197.0
260209,94159.0
165004,111233.0
156093,636480.0
48931,428702.0
235878,53219.0
223846,282785.0
45361,136586.0
246267,49009.0
257457,320959.0
292344,21216.0
278837,58967.0
89198,418116.0
134971,186298.0
267384,70596.0
88303,127467.0
154494,24559.0
189606,366642.0
85124,21155.0
60325,220588.0
69671,121738.0
190773,551684.0
44090,272039.0
75008,363762.0
74944,56781.0
281948,216899.0
192720,152303.0
7437,76789.0
252473,286185.0
45073,114273.0
62322,113004.0
118593,33165.0
272084,238119.0
57466,162687.0
243541,113269.0
229137,69186.0
180016,169512.0
192126,96399.0
13066,52783.0
270325,62115.0
154414,213542.0
225505,77032.0
200434,63117.0
266452,58329.0
294958,61328.0
51061,186545.0
44775,122055.0
255094,44388.0
129409,55408.0
43692,220154.0
152758,54761.0
30629,17382.0
239414,33352.0
71958,182549.0
124596,112646.0
243510,545755.0
128849,52835.0
166794,145237.0
176167,23459.0
293203,250010.0
85372,372410.0
204959,167337.0
33402,560894.0
53521,51841.0
173847,482383.0
47295,200368.0
22620,138917.0
247081,35714.0
156985,444883.0
176462,268456.0
179438,262411.0
272557,37854.0
116013,87771.0
287378,156854.0
225462,122996.0
244891,165464.0
241673,37379.0
149179,272637.0
72337,58170.0
147192,183262.0
113182,383298.0
66827,92244.0
39335,68055.0
263001,121088.0
274182,67730.0
217158,52717.0
244960,96287.0
17797,115436.0
62166,49997.0
136219,315990.0
73892,601638.0
274714,85063.0
52676,72528.0
209975,66296.0
178117,82709.0
40810,54719.0
246559,66424.0
175433,107136.0
191328,64902.0
57288,49774.0
49065,139955.0
2146,634031.0
54519,61404.0
122666,107599.0
190507,40719.0
30918,47961.0
86584,638937.0
26179,31706.0
183607,240612.0
150173,39728.0
170113,207477.0
231242,96104.0
278066,168328.0
180917,46891.0
99865,117904.0
176463,502813.0
277380,273780.0
133096,50555.0
95302,318769.0
163765,134152.0
237508,41844.0
256090,81699.0
134269,100352.0
74080,120434.0
79154,42569.0
176521,176902.0
217571,121398.0
289540,113069.0
148294,47095.0
255390,123411.0
188274,66550.0
84137,88501.0
187763,148692.0
94161,221882.0
