id,cotizacion_dolar
261039,13.6103
219888,13.6103
231224,13.6103
174447,13.6103
127615,13.6103
174115,13.6103
156594,13.6103
177887,13.6103
114000,13.6103
55046,13.6103
96453,13.6103
117718,13.6103
230517,13.6103
156926,13.6103
65140,13.6103
288350,13.6103
232732,13.6103
63759,13.5394
183619,13.5394
296559,13.5394
188130,13.5394
59315,13.5394
222386,13.5394
85514,13.5394
259255,13.5394
74650,13.5394
121813,13.5394
187622,13.5394
226601,13.5394
107547,13.5394
36625,13.5394
92552,13.5394
58616,13.5394
133708,13.5394
90474,13.5394
205125,13.5394
250450,13.5394
219151,13.5394
224407,13.5394
288145,13.5394
72245,13.5394
290877,13.5394
298694,13.5394
173339,13.5394
251322,13.5394
123434,13.5394
61839,13.5394
24884,13.5394
203091,13.5394
168088,13.5394
203162,13.5394
141694,13.5394
82432,13.5394
226665,13.5394
46352,13.5394
175942,13.5394
122315,13.5394
126743,13.5394
13467,13.5394
73127,13.5394
51678,13.5394
222630,13.5394
35608,13.5394
292010,13.5394
110969,13.5394
165211,13.5394
267554,13.5394
171391,13.5985
182915,13.5985
115030,13.5985
290197,13.5985
25555,13.5985
299374,13.5985
185795,13.5985
75444,13.5985
248259,13.5985
89475,13.5985
168083,13.5985
267684,13.5985
276522,13.5985
8764,13.5985
296017,13.5985
252035,13.5985
133862,13.5985
103681,13.5985
24746,13.5985
3176,13.5985
76001,13.5985
288163,13.5985
232833,13.5985
8297,13.5985
90335,13.5985
147876,13.5985
173367,13.5985
92584,13.5985
235241,13.5985
124150,13.5985
291124,13.5985
150330,13.5985
149824,13.5985
46311,13.5985
218813,13.5985
116066,13.5985
178638,13.5985
150743,13.5985
94453,13.5985
86175,13.5985
240734,13.5985
13162,13.5985
167644,13.5985
70268,13.5985
204366,13.5985
24596,13.5985
115608,13.5985
163352,13.5475
183638,13.5475
101028,13.5475
149397,13.5475
166407,13.5475
94407,13.5475
149750,13.5475
108785,13.5475
193589,13.5475
219909,13.5475
212276,13.5475
140882,13.5475
199350,13.5475
165185,13.5475
181012,13.5475
213192,13.5475
49695,13.5475
110823,13.5475
99659,13.5475
88695,13.5475
124442,13.5475
169438,13.5475
73013,13.5475
113923,13.5475
271094,13.5475
141915,13.5475
98651,13.5475
45530,13.5475
127196,13.5475
24999,13.5475
256467,13.5475
249982,13.5475
215473,13.5475
76451,13.5475
148852,13.5475
203189,13.5475
272268,13.5475
107624,13.5475
126050,13.5475
207130,13.5475
53160,13.5475
25240,13.5475
198520,13.5475
112641,13.5475
5599,13.5475
284516,13.5475
209409,13.5475
185525,13.5475
279889,13.5475
57207,13.5475
82936,13.5475
117332,13.5475
154104,13.5475
281692,13.5475
191256,13.5475
252165,13.5475
933,13.5475
240530,13.5475
202769,13.5475
195553,13.5475
200515,13.5475
118290,13.5475
40259,13.5475
274676,13.5475
112486,13.5475
170562,13.5475
61411,13.5475
257562,13.5475
275897,13.5475
145932,13.5475
216787,13.5475
17121,13.5475
237655,13.5475
208766,13.5475
191666,13.5475
200970,13.5475
90759,13.5475
32779,13.5475
280211,13.5475
85184,13.5475
34261,13.5475
214480,13.5475
168482,13.5475
46539,13.5475
58741,13.5475
173931,13.5475
166549,13.5475
152045,13.5475
94259,13.5475
6497,13.5475
248306,13.5475
278793,13.5475
195562,13.5475
51989,13.5475
297582,13.5475
232354,13.5475
71747,13.5475
87176,13.5475
270042,13.5475
44916,13.5475
19385,13.5475
32601,13.5475
25833,13.5475
214787,13.5475
275803,13.5475
135276,13.5475
263410,13.5475
10504,13.5475
243398,13.5475
32516,13.5475
241212,13.5475
79024,13.5475
161202,13.5475
216000,13.5475
193261,13.5475
2618,13.5475
82041,13.5475
129879,13.5475
160610,13.5475
157352,13.5475
204416,13.5475
114255,13.5475
59360,13.5475
196809,13.5475
57990,13.5475
265820,13.5475
186357,13.5475
183624,13.5475
103563,13.5475
69847,13.5475
238180,13.5475
81818,13.5475
251102,13.5475
64949,13.5475
7424,13.5475
230360,13.5475
212313,13.5475
214195,13.5475
85898,13.5475
277633,13.5475
294366,13.5475
214373,13.5475
130673,13.4336
82021,13.4336
91750,13.4336
203726,13.4336
246109,13.4336
293675,13.4336
5374,13.4336
241013,13.4336
219454,13.4336
83448,13.4336
68031,13.4336
4332,13.4336
201153,13.4336
218640,13.4336
35491,13.4336
92679,13.4336
52331,13.4336
485,13.4336
30696,13.4336
91803,13.4336
272359,13.4336
109003,13.4336
277653,13.4336
107859,13.4336
227745,13.4336
226289,13.4336
85763,13.4336
119155,13.4336
5967,13.4336
220862,13.4336
135686,13.4336
256107,13.4336
197362,13.4336
216166,13.4336
22674,13.4336
258000,13.4336
230700,13.4336
69683,13.4336
54673,13.4336
99066,13.4336
235616,13.4336
164052,13.4336
250541,13.4336
143725,13.3056
37577,13.3056
183659,13.3056
97458,13.3056
264962,13.3056
32984,13.3056
95407,13.3056
87375,13.3056
109487,13.3056
270211,13.3056
133434,13.3056
122092,13.3056
75767,13.3056
28550,13.3056
20722,13.3056
192167,13.3056
283224,13.3056
199681,13.3056
105803,13.3056
200945,13.3056
69615,13.3056
82087,13.3056
40514,13.3056
206299,13.3056
68472,13.3056
85397,13.3056
122910,13.3056
175711,13.3056
4259,13.3056
223814,13.3056
235259,13.3056
41330,13.3056
74609,13.3056
235229,13.3056
134004,13.3056
237135,13.3056
209133,13.3056
281861,13.3056
204040,13.3056
35696,13.3056
56161,13.3056
99133,13.3056
224108,13.3056
211191,13.3056
194390,13.3056
252547,13.3056
68438,13.3056
293089,13.3056
298399,13.3056
299482,13.3056
64467,13.3056
235093,13.2313
297463,13.2313
242513,13.2313
276161,13.2313
265524,13.2313
214074,13.2313
157208,13.2313
98004,13.2313
68043,13.2313
84301,13.2313
232684,13.2313
132150,13.2313
56674,13.2313
263993,13.2313
257687,13.2313
34417,13.2313
214388,13.2313
130962,13.2313
221075,13.2313
133133,13.2313
275817,13.2313
212223,13.2313
178336,13.2313
76230,13.2313
230626,13.2313
148707,13.2313
55078,13.2313
252253,13.2313
253709,13.2313
7795,13.2313
182499,13.2313
53765,13.2313
255778,13.2313
142233,13.2313
33486,13.2313
213993,13.2313
283252,13.2313
78696,13.2313
222107,13.2313
33829,13.2313
97945,13.2313
75500,13.2313
127128,13.2313
139942,13.2313
140719,13.2313
94737,13.2313
96446,13.2313
36171,13.2313
197936,13.2313
51319,13.2313
298780,13.2313
59353,13.2313
238989,13.2313
6744,13.1758
3382,13.1758
288289,13.1758
90803,13.1758
101784,13.1758
198977,13.1758
168425,13.1758
212725,13.1758
259337,13.1758
66399,13.1758
234740,13.1758
290556,13.1758
110588,13.1758
272011,13.1758
258608,13.1758
74688,13.1758
233263,13.1758
92198,13.1758
292411,13.1758
166155,13.1758
203866,13.1758
102123,13.1758
224712,13.1758
185866,13.1758
101971,13.1758
226698,13.1758
346,13.1758
269261,13.1758
162060,13.1758
227104,13.1758
186294,13.1758
47733,13.1758
230513,13.1758
121501,13.1758
235161,13.1758
71372,13.1558
181970,13.1558
19509,13.1558
242445,13.1558
67062,13.1558
265871,13.1558
181580,13.1558
219569,13.1558
131221,13.1558
9230,13.1558
107680,13.1558
282070,13.1558
93750,13.1558
129108,13.1558
64660,13.1558
83663,13.1558
227158,13.1558
105850,13.1558
10964,13.1558
255221,13.1558
72350,13.1558
96951,13.1558
61603,13.1558
64714,13.1558
44288,13.1558
75140,13.1558
189427,13.1558
188422,13.1558
267713,13.1558
116931,13.1558
267523,13.1558
84186,13.1558
262746,13.1558
96982,13.1558
160909,13.1558
247060,13.1558
7850,13.1558
126128,13.1558
88811,13.1558
246924,13.1558
281213,13.1558
47530,13.1558
149203,13.1558
25498,13.1558
137666,13.1558
143260,13.1558
52684,13.1558
189117,13.1558
35607,13.1558
101041,13.1558
93501,13.1558
118470,13.1558
171270,13.1558
61870,13.1558
193804,13.1558
93431,13.1558
13656,13.1558
124028,13.1558
89009,13.1558
291779,13.1558
12254,13.1558
283015,13.1558
253581,13.1558
296057,13.1558
93580,13.1558
90989,13.1558
234069,13.1558
295284,13.1558
223446,13.1558
19745,13.1558
174348,13.1558
107375,13.1558
279511,13.1558
112904,13.1558
114075,13.1558
169874,13.1558
191024,13.1558
33977,13.1558
269362,13.1558
219223,13.1558
177585,13.1558
166896,13.1558
204227,13.1558
8553,13.1558
126940,13.1558
47423,13.1558
20752,13.1558
104033,13.1558
185045,13.1558
24478,13.1558
259868,13.1558
121516,13.1558
64076,13.1558
52452,13.1558
67011,13.1558
29234,13.1558
277843,13.1558
215788,13.1558
38100,13.1558
147349,13.1558
87566,13.1558
299826,13.1348
75344,13.1348
116073,13.1348
130474,13.1348
162151,13.1348
163619,13.1348
41116,13.1348
61712,13.1348
267316,13.1348
1266,13.1348
92758,13.1348
36117,13.1348
149664,13.1348
53451,13.1348
131551,13.1348
50659,13.1348
249838,13.1348
163756,13.1348
78878,13.1348
60846,13.1348
180451,13.1348
190250,13.1348
260512,13.1348
269471,13.1348
214891,13.1348
155288,13.1348
268549,13.1348
90652,13.1348
273631,13.1348
268069,13.1348
97192,13.1348
38167,13.1348
39469,13.1348
225329,13.1348
102881,13.1348
68157,13.1348
148237,13.1348
52924,13.1348
157689,13.1348
7153,13.1348
4529,13.1348
284376,13.1348
230656,13.1348
155539,13.1348
278566,13.1348
153897,13.1348
39550,13.1348
283409,13.1348
110648,13.1348
285176,13.1348
204583,13.1348
235847,13.1348
258778,13.1348
226006,13.1348
155752,13.0157
121214,13.0157
31061,13.0157
50188,13.0157
27525,13.0157
250865,13.0157
234885,13.0157
248,13.0157
120847,13.0157
52883,13.0157
184963,13.0157
35267,13.0157
293774,13.0157
80438,13.0157
217023,13.0157
213758,13.0157
26848,13.0157
58846,13.0157
244439,13.0157
53820,13.0157
296700,13.0157
213935,13.0157
57892,13.0157
19207,13.0157
100728,13.0157
158054,13.0157
156771,13.0157
41351,13.0157
170667,13.0157
94690,13.0157
256847,13.0157
296768,13.0157
84824,13.0157
181485,13.0157
203705,13.0157
205175,13.0157
179719,13.0157
119660,13.0157
85049,13.0157
137750,13.0157
193516,13.0157
58282,13.0157
139401,13.0157
284186,13.0157
210999,13.0027
72662,13.0027
131322,13.0027
169558,13.0027
50426,13.0027
129757,13.0027
197551,13.0027
236413,13.0027
130855,13.0027
223857,13.0027
135963,13.0027
117696,13.0027
224612,13.0027
274768,13.0027
85068,13.0027
193028,13.0027
142880,13.0027
137283,13.0027
146770,13.0027
205025,13.0027
41401,13.0027
173827,13.0027
119381,13.0027
282877,13.0027
43959,13.0027
259653,13.0027
235845,13.0027
197126,13.0027
15013,13.0027
123286,13.0027
165315,13.0027
2434,13.0027
81671,13.0027
94934,13.0027
179660,13.0027
138580,13.0027
52047,13.0027
159244,13.0027
276175,13.0027
187814,12.9221
173089,12.9221
185273,12.9221
47490,12.9221
298141,12.9221
257214,12.9221
17526,12.9221
184385,12.9221
220518,12.9221
198928,12.9221
134439,12.9221
34434,12.9221
260039,12.9221
121726,12.9221
243641,12.9221
41508,12.9221
125251,12.9221
273270,12.9221
63131,12.9221
162553,12.9221
245762,12.9221
230464,12.9924
167650,12.9924
277576,12.9924
258372,12.9924
109155,12.9924
171107,12.9924
23148,12.9924
206713,12.9924
183537,12.9924
31526,12.9924
154769,12.9924
251431,12.9924
247986,12.9924
202109,12.9924
165481,12.9924
100216,12.9924
115758,12.9924
14789,12.9924
63914,12.9924
66923,12.9924
259128,12.9924
104627,12.9924
101422,12.9924
59129,12.9924
109356,12.9924
143985,12.9924
170549,12.9924
56606,12.9924
134378,12.9924
153941,12.9924
2392,12.9924
231840,12.9924
257436,12.9924
208549,12.9924
188347,12.9924
97346,12.9924
6052,12.9924
213135,12.9924
4478,12.9924
32382,12.9924
170529,12.9924
15032,12.9924
5341,12.9924
81328,12.9924
70643,12.9924
203253,12.9924
248339,12.9924
47565,12.9924
232892,12.9924
57288,12.9924
32164,12.9924
173147,12.9924
252293,12.9924
29019,12.9924
60958,12.9924
287229,12.9924
37352,12.9924
137721,12.9924
82042,12.9924
191763,12.9924
97384,12.9924
202215,12.9924
255994,12.9924
47184,12.9924
185735,12.9924
19704,12.9924
29053,12.9924
167360,12.9924
26472,12.9924
54544,12.9924
42331,12.9924
3914,12.9924
289828,12.9924
289208,12.9924
179858,12.9924
283955,12.9924
21823,12.9924
68916,12.9924
12746,12.9924
189086,12.9924
183293,12.9924
192261,12.9924
142709,12.9924
233841,12.9924
213034,13.0446
113660,13.0446
249515,13.0446
236064,13.0446
246189,13.0446
145774,13.0446
210801,13.0446
85176,13.0446
124590,13.0446
180513,13.0446
121991,13.0446
152576,13.0446
215041,13.0446
82671,13.0446
295766,13.0446
292880,13.0446
72375,13.0446
192110,13.0446
98992,13.0446
176190,13.0446
38534,13.0446
193049,13.0446
124119,13.0446
128908,13.0446
18608,13.0446
16193,13.0446
56575,13.0446
157662,13.0446
144527,13.0446
41819,13.0446
96108,13.0446
172472,13.0446
104927,13.0446
218602,12.8959
232844,12.8959
215484,12.8959
49423,12.8959
273990,12.8959
76940,12.8959
189849,12.8959
210986,12.8959
275965,12.8959
163036,12.8959
239105,12.8959
94357,12.8959
20940,12.8959
94381,12.8959
268131,12.8959
244314,12.8959
73501,12.8959
284508,12.8959
48675,12.8959
84246,12.8959
267515,12.8959
224884,12.8959
220845,12.8959
51802,12.8959
112050,12.8959
240148,12.8959
275764,12.8959
240234,12.8959
256256,12.8959
285938,12.8959
51488,12.8959
261569,12.8959
7173,12.8959
116932,12.8959
185287,12.8959
146647,12.8959
53258,12.8959
284143,12.8959
242732,12.8959
55189,12.8959
29105,12.8959
97764,12.8959
88393,12.8959
43026,12.8959
201464,12.8959
41190,12.8959
286073,12.8959
281755,12.8959
214892,12.8959
43541,12.8959
120042,12.8055
203578,12.8055
270162,12.8055
180549,12.8055
191522,12.8055
266333,12.8055
193859,12.8055
273835,12.8055
272240,12.8055
4442,12.8055
276123,12.8055
44011,12.8055
31650,12.8055
247074,12.8055
10085,12.8055
285032,12.8055
216760,12.8055
88839,12.8055
247222,12.8055
77223,12.8055
187564,12.8055
65002,12.8055
48580,12.8055
196379,12.8055
271512,12.8055
177029,12.8055
88435,12.8055
280628,12.8055
201688,12.8055
115913,12.8055
108847,12.8055
192170,12.8055
59733,12.8055
106505,12.8055
3036,12.8055
246432,12.8055
277745,12.8055
267756,12.8055
221627,12.8055
118835,12.8055
95065,12.8055
13818,12.8055
48128,12.8055
152933,12.8055
101019,12.8055
182734,12.8055
244849,12.8055
274173,12.8055
160034,12.8055
199387,12.8055
239066,12.8055
180060,12.8055
110373,12.8055
4860,12.8055
277941,12.8055
222067,12.8055
103002,12.8055
19991,12.8055
132717,12.8055
154239,12.6791
27812,12.6791
296778,12.6791
214934,12.6791
84900,12.6791
103815,12.6791
275332,12.6791
22597,12.6791
73854,12.6791
296513,12.6791
55816,12.6791
82037,12.6791
262772,12.6791
205681,12.6791
112308,12.6791
262924,12.6791
139114,12.6791
288392,12.6791
15885,12.6791
285653,12.6791
101442,12.6791
179464,12.6791
224966,12.6791
25925,12.6791
176808,12.6791
125796,12.6791
147457,12.6791
149673,12.6791
103478,12.6791
30393,12.6791
74187,12.6791
137726,12.6791
277801,12.6791
70988,12.6791
267075,12.6791
284647,12.6791
190049,12.6791
299505,12.6791
183742,12.6791
152975,12.6791
155117,12.6791
35455,12.6791
57153,12.6791
65908,12.6791
209071,12.668
124301,12.668
194479,12.668
51531,12.668
126609,12.668
84249,12.668
778,12.668
59094,12.668
169151,12.668
244879,12.668
173038,12.668
99663,12.668
215543,12.668
11494,12.668
58887,12.668
181573,12.668
265090,12.668
32529,12.668
26603,12.668
241616,12.668
184974,12.668
254282,12.668
79201,12.668
51405,12.668
17117,12.668
121463,12.668
235583,12.668
234052,12.668
216818,12.668
45195,12.668
8418,12.668
279728,12.668
21185,12.668
47027,12.668
21996,12.668
170102,12.668
103758,12.668
35,12.668
154135,12.668
295214,12.668
97467,12.668
152972,12.668
123581,12.668
90137,12.668
251195,12.668
164864,12.668
89409,12.668
176972,12.668
71244,12.668
266708,12.668
133393,12.668
219417,12.668
66258,12.668
293736,12.668
153304,12.668
109757,12.668
153760,12.668
21714,12.668
246072,12.668
130615,12.668
108677,12.668
58296,12.668
155631,12.668
297160,12.668
194529,12.668
237062,12.668
185244,12.668
628,12.668
139412,12.668
116828,12.668
231663,12.668
23022,12.668
11887,12.668
34077,12.668
9973,12.668
120511,12.668
166609,12.668
252841,12.668
223990,12.668
170991,12.668
104541,12.668
125857,12.668
291488,12.668
214727,12.668
70009,12.668
246888,12.668
183308,12.668
239354,12.668
125149,12.668
166370,12.668
152644,12.668
40499,12.668
15927,12.668
170668,12.668
237125,12.668
164422,12.668
225862,12.668
138272,12.668
126529,12.668
122059,12.668
121583,12.668
25448,12.668
271914,12.668
36711,12.668
13652,12.668
264674,12.668
147528,12.668
18647,12.668
11711,12.668
223458,12.668
280763,12.668
191505,12.668
195331,12.668
