,lat,lng,id
536,32.5027,-117.00371,13671
537,31.73333,-106.48333,86127
538,19.53333,-96.91667,262015
539,31.73333,-106.48333,145755
540,19.61725,-99.06601,189552
541,25.67506,-100.31846,222338
542,19.35738,-99.0671,145861
543,19.33212,-99.21118,73756
544,31.73333,-106.48333,123080
545,31.73333,-106.48333,259051
546,31.73333,-106.48333,196859
547,31.73333,-106.48333,110012
548,31.73333,-106.48333,40859
549,19.61725,-99.06601,218628
550,31.73333,-106.48333,4238
551,19.61725,-99.06601,273999
552,23.2329,-106.40616,163545
553,31.73333,-106.48333,67595
554,19.54005,-99.19538,144752
555,26.66731,-105.37501,80867
556,19.48698,-99.18594,63022
557,19.41686,-98.90202,276182
558,20.5,-99.0,157886
559,19.06406,-98.30352,29918
560,20.72356,-103.38479,185997
561,31.73333,-106.48333,263775
562,19.33212,-99.21118,134380
563,31.73333,-106.48333,241949
564,19.06406,-98.30352,5321
565,19.47851,-99.23963,250663
566,16.86336,-99.8901,279001
567,19.53333,-96.91667,58592
568,19.8248,-97.50939,138377
569,20.72356,-103.38479,201234
570,19.48698,-99.18594,91293
571,32.5027,-117.00371,37250
572,20.9767,-89.62059,172919
573,31.73333,-106.48333,84845
574,31.73333,-106.48333,249718
575,32.5027,-117.00371,270379
576,19.61725,-99.06601,146378
577,20.5,-99.0,286123
578,19.64388,-99.21598,222110
579,20.5,-99.0,61211
580,20.5,-99.0,176017
581,31.73333,-106.48333,46054
582,19.70078,-101.18443,16247
583,19.06406,-98.30352,132194
584,18.88188,-99.06715,61393
585,20.5,-99.0,219628
586,20.5,-99.0,90011
587,19.1,-96.1,194136
588,22.4482,-102.35,189237
589,23.9258,-99.29646,160573
590,32.5027,-117.00371,62851
591,19.25785,-99.10513,185627
592,19.29708,-99.16787,120438
593,31.73333,-106.48333,191874
594,25.0,-107.5,238467
595,20.88601,-98.20551,25454
596,31.73333,-106.48333,221367
597,19.06406,-98.30352,4058
598,31.73333,-106.48333,110783
599,19.33212,-99.21118,232469
600,32.5027,-117.00371,273166
601,31.73333,-106.48333,196857
602,19.06406,-98.30352,266452
603,32.5027,-117.00371,51061
604,31.73333,-106.48333,74080
605,20.72356,-103.38479,224472
606,29.0971,-110.95749,1250
607,19.61725,-99.06601,110937
608,31.73333,-106.48333,25617
609,19.64388,-99.21598,222205
610,31.73333,-106.48333,262675
611,32.5027,-117.00371,63038
612,25.67506,-100.31846,227526
613,25.65384,-100.37758,7094
614,32.50223,-116.97212,118360
615,19.61725,-99.06601,115021
616,32.5027,-117.00371,159320
617,31.73333,-106.48333,297399
618,19.58547,-99.26034,44624
619,20.72356,-103.38479,5667
620,19.64388,-99.21598,212589
621,31.73333,-106.48333,151778
622,19.61725,-99.06601,131898
623,20.5,-99.0,35982
624,31.73333,-106.48333,182513
625,19.35985,-99.35016,199578
626,24.50796,-104.08751,124450
627,19.44506,-99.14612,278647
628,31.73333,-106.48333,25405
629,19.58547,-99.26034,258261
630,25.65384,-100.37758,190106
631,19.64388,-99.21598,248548
632,25.67506,-100.31846,168027
633,20.5,-99.0,96810
634,20.53315,-97.45946,14631
635,31.73333,-106.48333,95971
636,19.35985,-99.35016,271080
637,19.29708,-99.16787,280915
638,19.61725,-99.06601,225128
639,19.35985,-99.35016,211787
640,19.64388,-99.21598,288522
641,19.64388,-99.21598,4607
642,27.16156,-99.48972,215440
643,19.35993,-99.29388,291666
644,19.54005,-99.19538,270419
645,31.73333,-106.48333,172013
646,31.73333,-106.48333,48476
647,19.06406,-98.30352,27662
648,31.73333,-106.48333,68730
649,31.73333,-106.48333,77030
650,31.73333,-106.48333,21040
651,31.73333,-106.48333,197657
652,19.61725,-99.06601,33661
653,25.65384,-100.37758,104580
654,27.415740000000003,-100.3748,204382
655,25.08206,-108.05597,38207
656,19.61725,-99.06601,208219
657,20.5,-99.0,73823
658,20.88601,-98.20551,293389
659,20.53315,-97.45946,78934
660,20.5,-99.0,185907
661,20.5,-99.0,15538
662,27.415740000000003,-100.3748,208166
663,31.73333,-106.48333,174226
664,19.49016,-99.10978,32075
665,20.62041,-105.23066,25043
666,31.73333,-106.48333,210449
667,31.73333,-106.48333,139104
668,19.44506,-99.14612,199233
669,20.72356,-103.38479,281456
670,32.5027,-117.00371,289307
671,32.5027,-117.00371,25756
672,20.62445,-103.23423,220467
673,32.5027,-117.00371,46928
674,19.43471,-99.20091,145079
675,31.73333,-106.48333,18652
676,28.40884,-106.86319,31807
677,19.64388,-99.21598,209581
678,19.25785,-99.10513,206814
679,20.6,-100.38333,94935
680,20.72356,-103.38479,80657
681,18.866670000000006,-99.18333,156329
682,22.278170000000006,-97.86772,241380
683,19.9063,-99.34297,141147
684,19.61725,-99.06601,214208
685,19.61725,-99.06601,137495
686,25.29372,-103.99802,103199
687,23.9258,-99.29646,52867
688,19.26919,-99.53201,75820
689,19.44506,-99.14612,22668
690,19.64388,-99.21598,267226
691,20.72356,-103.38479,255762
692,19.06406,-98.30352,251069
693,20.41564,-103.66416,285637
694,31.73333,-106.48333,244089
695,31.73333,-106.48333,70712
696,19.64388,-99.21598,231117
697,19.43471,-99.20091,178788
698,19.26919,-99.53201,71390
699,31.30862,-110.94217,148095
700,31.73333,-106.48333,104633
701,31.73333,-106.48333,111588
702,19.06406,-98.30352,189111
703,20.6,-100.38333,177451
704,31.73333,-106.48333,234373
705,31.73333,-106.48333,181911
706,31.73333,-106.48333,68505
707,31.73333,-106.48333,289775
708,20.5,-99.0,71665
709,19.61725,-99.06601,55066
710,31.73333,-106.48333,89802
711,19.61725,-99.06601,57962
712,31.73333,-106.48333,43611
713,19.24341,-103.72767,215584
714,27.415740000000003,-100.3748,103298
715,29.0971,-110.95749,84128
716,19.06406,-98.30352,210612
717,19.3467,-99.16174,271070
718,31.73333,-106.48333,66339
719,20.5,-99.0,189670
720,19.35738,-99.0671,158752
721,19.71981,-99.2237,288901
722,19.35985,-99.35016,248614
723,20.5,-99.0,155834
724,19.06406,-98.30352,180414
725,32.5027,-117.00371,227350
726,19.64388,-99.21598,5980
727,31.73333,-106.48333,173022
728,20.88601,-98.20551,276275
729,31.73333,-106.48333,236862
730,19.35993,-99.29388,257037
731,31.73333,-106.48333,268716
732,25.65384,-100.37758,151308
733,20.5,-99.0,144069
734,20.88601,-98.20551,34428
735,19.64388,-99.21598,145173
736,32.5027,-117.00371,187201
737,19.54005,-99.19538,37523
738,31.73333,-106.48333,142039
739,25.65384,-100.37758,278430
740,19.64388,-99.21598,132113
741,20.5,-99.0,15605
742,19.44286,-99.09724,229267
743,19.33212,-99.21118,241510
744,19.64756,-99.16796,279665
745,31.73333,-106.48333,28007
746,31.73333,-106.48333,118809
747,32.5027,-117.00371,290412
748,25.08206,-108.05597,90955
749,19.06406,-98.30352,102717
750,31.73333,-106.48333,59292
751,25.67506,-100.31846,205969
752,20.5,-99.0,212290
753,19.33212,-99.21118,271443
754,20.3878,-99.99605,118559
755,31.73333,-106.48333,74504
756,31.73333,-106.48333,178598
757,20.5,-99.0,88056
758,32.5027,-117.00371,127363
759,20.5,-99.0,99382
760,19.06406,-98.30352,130746
761,20.47421,-103.44654,27936
762,25.67506,-100.31846,190618
763,32.50223,-116.97212,101285
764,31.73333,-106.48333,155734
765,31.73333,-106.48333,241446
766,19.27127,-99.45662,56425
767,19.58547,-99.26034,97474
768,32.5027,-117.00371,193407
769,17.02909,-96.73328,114860
770,20.88601,-98.20551,123788
771,31.73333,-106.48333,129002
772,31.73333,-106.48333,61073
773,19.44506,-99.14612,157741
774,19.29708,-99.16787,136161
775,31.73333,-106.48333,69575
776,19.33212,-99.21118,118137
777,19.05,-98.3,295174
778,31.73333,-106.48333,204977
779,19.25785,-99.10513,6882
780,32.5027,-117.00371,232309
781,31.73333,-106.48333,211626
782,19.29708,-99.16787,159483
783,19.06406,-98.30352,4445
784,19.61725,-99.06601,85255
785,19.06406,-98.30352,67308
786,31.73333,-106.48333,36674
787,20.5,-99.0,69994
788,20.72356,-103.38479,188257
789,19.06406,-98.30352,73421
790,32.5027,-117.00371,150003
791,31.73333,-106.48333,23479
792,31.73333,-106.48333,176316
793,31.73333,-106.48333,208890
794,25.67506,-100.31846,223618
795,19.06406,-98.30352,128414
796,31.73333,-106.48333,246555
797,32.5027,-117.00371,241012
798,19.64388,-99.21598,296415
799,25.65384,-100.37758,275132
800,21.88234,-102.28259,255565
801,20.20576,-99.51971,198391
802,19.35867,-99.20329,266869
803,32.5027,-117.00371,149726
804,19.35867,-99.20329,204697
805,20.88601,-98.20551,152105
806,19.61725,-99.06601,253482
807,19.64388,-99.21598,88725
808,19.61725,-99.06601,141328
809,19.06406,-98.30352,122773
810,31.73333,-106.48333,276492
811,31.73333,-106.48333,54200
812,19.53333,-96.91667,231819
813,32.5027,-117.00371,204764
814,19.29708,-99.16787,181469
815,20.72356,-103.38479,41518
816,20.6409,-103.29327,184038
817,32.5027,-117.00371,81916
818,31.73333,-106.48333,8316
819,31.73333,-106.48333,10593
820,19.06406,-98.30352,175442
821,31.73333,-106.48333,5915
822,32.5027,-117.00371,45557
823,25.67506,-100.31846,287197
824,20.71345,-100.45563,276270
825,19.35985,-99.35016,4675
826,19.40061,-99.01483,35628
827,20.5,-99.0,98942
828,25.65384,-100.37758,242644
829,19.35985,-99.35016,105713
830,19.61725,-99.06601,113210
831,32.5027,-117.00371,163352
832,19.33212,-99.21118,75991
833,19.31905,-98.88432,92309
834,20.53968,-100.43858,78835
835,19.29708,-99.16787,3588
836,32.5027,-117.00371,113081
837,20.88601,-98.20551,132939
838,31.73333,-106.48333,14431
839,25.79516,-100.3146,134541
840,31.73333,-106.48333,51737
841,19.06406,-98.30352,236628
842,31.73333,-106.48333,266680
843,19.28786,-99.65324,290216
844,19.64388,-99.21598,80120
845,19.47851,-99.23963,248613
846,19.44506,-99.14612,24391
847,31.73333,-106.48333,192976
848,23.3539,-103.47483,102253
849,31.73333,-106.48333,205500
850,22.27538,-97.8349,115732
851,19.33212,-99.21118,198371
852,19.28786,-99.65324,361
853,31.73333,-106.48333,109985
854,19.06406,-98.30352,227496
855,27.415740000000003,-100.3748,190309
856,25.08206,-108.05597,267385
857,31.73333,-106.48333,162302
858,19.35867,-99.20329,110267
859,31.73333,-106.48333,232656
860,31.73333,-106.48333,122236
861,20.5,-99.0,296002
862,19.06406,-98.30352,271113
863,31.73333,-106.48333,291577
864,19.48698,-99.18594,284082
865,19.06406,-98.30352,144310
866,28.63333,-106.08333,21453
867,20.5,-99.0,258461
868,20.53315,-97.45946,269527
869,31.33071,-109.54876000000002,71124
870,19.06406,-98.30352,271441
871,27.415740000000003,-100.3748,170748
872,31.73333,-106.48333,296173
873,31.73333,-106.48333,1089
874,32.5027,-117.00371,138586
875,27.415740000000003,-100.3748,280702
876,19.35867,-99.20329,28616
877,19.61725,-99.06601,182899
878,19.47851,-99.23963,246734
879,31.73333,-106.48333,58436
880,31.73333,-106.48333,90184
